Div;Date;HomeTeam;AwayTeam;FTHG;FTAG;FTR;B365H;B365D;B365A;B365CH;B365CD;B365CA;AvgH;AvgD;AvgA;i ;Champion;ChampionshipAchieved;Win;Home;B365WinProb;B365CWinProb;AvgWinProb;GoalDiff;Points;AbsDays;Days
D1;14.09.19;FC Koln;M'gladbach;0;1;A;2.5;3.5;2.7;2.1;3.6;3.3;2.57;3.53;2.66;H;0;0;0;1;0.378757515;0.450511945;0.371166214;-1;0;276;-276
D1;14.09.19;Mainz;Hertha;2;1;H;2.3;3.4;3.1;2.37;3.3;3;2.38;3.44;2.98;H;0;0;1;1;0.413495488;0.398695179;0.401522866;1;3;276;-276
D1;14.09.19;Union Berlin;Werder Bremen;1;2;A;2.87;3.5;2.4;2.3;3.6;2.87;2.79;3.5;2.48;H;0;0;0;1;0.33158331;0.409788601;0.342214617;-1;0;276;-276
D1;14.09.19;RB Leipzig;Bayern Munich;1;1;D;3.8;4;1.85;4;4.2;1.75;3.78;4.04;1.87;H;0;0;0;1;0.249746878;0.235955056;0.252714537;0;1;276;-276
D1;15.09.19;Hoffenheim;Freiburg;0;3;A;1.7;4.2;4.5;1.85;3.8;3.8;1.69;4.2;4.6;H;0;0;0;1;0.560997329;0.506666667;0.565044455;-3;0;275;-275
D1;15.09.19;Paderborn;Schalke 04;1;5;A;3.1;3.5;2.25;3;3.6;2.3;3.04;3.64;2.26;H;0;0;0;1;0.306420233;0.318706697;0.314435984;-4;0;275;-275
D1;20.09.19;Schalke 04;Mainz;2;1;H;1.61;4.2;5;1.61;4.2;5;1.66;4.07;5.11;H;0;0;1;1;0.586395622;0.586395622;0.577128744;1;3;270;-270
D1;21.09.19;Bayern Munich;FC Koln;4;0;H;1.11;10;21;1.11;9.5;21;1.12;9.25;21.04;H;1;0;1;1;0.85921198;0.854920615;0.851561707;4;3;269;-269
D1;21.09.19;Freiburg;Augsburg;1;1;D;1.9;3.75;3.8;1.9;3.75;3.8;1.9;3.77;3.92;H;0;0;0;1;0.49833887;0.49833887;0.502847966;0;1;269;-269
D1;21.09.19;Hertha;Paderborn;2;1;H;1.7;4;4.75;1.6;4.2;5.25;1.73;4.02;4.54;H;0;0;1;1;0.560885609;0.593220339;0.552057496;1;3;269;-269
D1;21.09.19;Leverkusen;Union Berlin;2;0;H;1.36;5.5;7.5;1.33;5;8;1.36;5.31;7.82;H;0;0;1;1;0.699983031;0.69820213;0.699284283;2;3;269;-269
D1;21.09.19;Werder Bremen;RB Leipzig;0;3;A;4.2;4.2;1.72;4.2;4.2;1.72;4.19;4.25;1.75;H;0;0;0;1;0.22513089;0.22513089;0.228301742;-3;0;269;-269
D1;22.09.19;M'gladbach;Fortuna Dusseldorf;2;1;H;1.66;4;5;1.72;3.8;4.5;1.69;4.09;4.77;H;0;0;1;1;0.572409845;0.54500255;0.565770662;1;3;268;-268
D1;22.09.19;Ein Frankfurt;Dortmund;2;2;D;4.33;4;1.75;5.25;4.2;1.57;4.29;4.22;1.74;H;0;0;0;1;0.219452935;0.178764589;0.223109458;0;1;268;-268
D1;23.09.19;Wolfsburg;Hoffenheim;1;1;D;1.95;3.75;3.75;2;3.75;3.4;1.95;3.81;3.7;H;0;0;0;1;0.490196078;0.471349353;0.490475445;0;1;267;-267
D1;27.09.19;Union Berlin;Ein Frankfurt;1;2;A;3;3.5;2.3;2.8;3.6;2.37;2.99;3.64;2.3;H;0;0;0;1;0.316306483;0.337927757;0.320366133;-1;0;263;-263
D1;28.09.19;Augsburg;Leverkusen;0;3;A;5;4.5;1.6;4.5;4.2;1.7;4.71;4.52;1.63;H;0;0;0;1;0.190981432;0.211932324;0.202773703;-3;0;262;-262
D1;28.09.19;Hoffenheim;M'gladbach;0;3;A;2.5;3.5;2.75;2.7;3.4;2.55;2.43;3.61;2.79;H;0;0;0;1;0.381188119;0.350515464;0.393066629;-3;0;262;-262
D1;28.09.19;Mainz;Wolfsburg;0;1;A;2.9;3.5;2.37;2.87;3.5;2.4;2.89;3.52;2.4;H;0;0;0;1;0.327632514;0.33158331;0.330557816;-1;0;262;-262
D1;28.09.19;Paderborn;Bayern Munich;2;3;A;15;10;1.14;15;10;1.14;15.89;9.07;1.14;H;0;0;0;1;0.063865546;0.063865546;0.059914229;-1;0;262;-262
D1;28.09.19;RB Leipzig;Schalke 04;1;3;A;1.53;4.33;6;1.53;4.33;5.5;1.56;4.41;5.57;H;0;0;0;1;0.621755706;0.612921408;0.612065035;-2;0;262;-262
D1;28.09.19;Dortmund;Werder Bremen;2;2;D;1.25;6.5;11;1.33;5.75;8.5;1.27;6.3;10.09;H;0;0;0;1;0.765729585;0.720577937;0.75332149;0;1;262;-262
D1;29.09.19;Fortuna Dusseldorf;Freiburg;1;2;A;2.37;3.4;2.87;2.5;3.4;2.7;2.44;3.58;2.78;H;0;0;0;1;0.396378245;0.375767499;0.390737629;-1;0;261;-261
